factura_id,sucursal_id,ciudad_id,cliente_id,genero_id,linea_de_producto_id,metodo_de_pago_id,precio_unitario,cantidad,tax,total,fechas,costos_directos,ingreso_bruto,calificacion
485-30-8700,1,3,2,2,6,2,33.26,5,8.315,174.615,2019-3-18 16:10:00,166.3,8.315,4.2
598-47-9715,3,2,2,1,1,3,84.07,4,16.814,353.094,2019-7-3 16:54:00,336.28,16.814,4.4
701-69-8742,2,1,2,1,6,3,34.37,10,17.185,360.885,2019-3-16 10:11:00,343.7,17.185,6.7
575-67-1508,1,3,2,1,1,3,38.6,1,1.93,40.53,2019-1-29 11:26:00,38.6,1.93,6.7
541-08-3113,3,2,2,1,3,1,65.97,8,26.388,554.148,2019-2-2 20:29:00,527.76,26.388,8.4
246-11-3901,3,2,2,2,1,1,32.8,10,16.4,344.4,2019-2-15 12:12:00,328.0,16.4,6.2
674-15-9296,1,3,2,1,6,3,37.14,5,9.285,194.985,2019-8-1 13:05:00,185.7,9.285,5.0
305-18-3552,2,1,1,1,5,1,60.38,10,30.19,633.99,2019-12-2 16:19:00,603.8,30.19,6.0
493-65-6248,3,2,1,2,6,2,36.98,10,18.49,388.29,2019-1-1 19:48:00,369.8,18.49,7.0
438-01-4015,2,1,1,2,6,3,49.49,4,9.898,207.858,2019-3-21 15:25:00,197.96,9.898,6.6
709-58-4068,2,1,2,2,2,1,41.09,10,20.545,431.445,2019-2-28 14:42:00,410.9,20.545,7.3
795-49-7276,1,3,2,1,2,3,37.15,4,7.43,156.03,2019-3-23 18:59:00,148.6,7.43,8.3
556-72-8512,3,2,2,1,5,1,22.96,1,1.148,24.108,2019-1-30 20:47:00,22.96,1.148,4.3
627-95-3243,2,1,1,2,5,3,77.68,9,34.956,734.076,2019-4-2 13:21:00,699.12,34.956,9.8
686-41-0932,2,1,2,2,2,3,34.7,2,3.47,72.87,2019-3-13 19:48:00,69.4,3.47,8.2
510-09-5628,1,3,1,2,2,2,19.66,10,9.83,206.43,2019-3-15 18:20:00,196.6,9.83,7.2
608-04-3797,2,1,1,2,4,3,25.32,8,10.128,212.688,2019-5-3 20:24:00,202.56,10.128,8.7
148-82-2527,3,2,1,2,5,2,12.12,10,6.06,127.26,2019-5-3 13:44:00,121.2,6.06,8.4
437-53-3084,2,1,2,1,2,3,99.89,2,9.989,209.769,2019-2-26 11:48:00,199.78,9.989,7.1
632-32-4574,2,1,2,1,6,1,75.92,8,30.368,637.728,2019-3-20 14:14:00,607.36,30.368,5.5
556-97-7101,3,2,2,2,1,1,63.22,2,6.322,132.762,2019-1-1 15:51:00,126.44,6.322,8.5
862-59-8517,3,2,2,2,3,1,90.24,6,27.072,568.512,2019-1-27 11:17:00,541.44,27.072,6.2
401-18-8016,2,1,1,2,6,1,98.13,1,49.065,1030.365,2019-1-21 17:36:00,98.13,49.065,8.9
420-18-8989,1,3,1,2,6,1,51.52,8,20.608,432.768,2019-2-2 15:47:00,412.16,20.608,9.6
277-63-2961,2,1,1,1,6,2,73.97,1,36.985,776.685,2019-3-2 15:53:00,73.97,36.985,5.4
573-98-8548,3,2,1,2,2,3,31.9,1,1.595,33.495,2019-5-1 12:40:00,31.9,1.595,9.1
620-02-2046,3,2,2,1,5,3,69.4,2,6.94,145.74,2019-1-27 19:48:00,138.8,6.94,9.0
282-35-2475,2,1,2,2,6,1,93.31,2,9.331,195.951,2019-3-25 17:53:00,186.62,9.331,6.3
511-54-3087,2,1,2,1,6,2,88.45,1,44.225,928.725,2019-2-25 16:36:00,88.45,44.225,9.5
726-29-6793,1,3,1,1,1,3,24.18,8,9.672,203.112,2019-1-28 20:54:00,193.44,9.672,9.8
387-49-4215,2,1,1,2,6,1,48.5,3,7.275,152.775,2019-8-1 12:50:00,145.5,7.275,6.7
862-17-9201,2,1,2,2,3,2,84.05,6,25.215,529.515,2019-1-29 10:48:00,504.3,25.215,7.7
291-21-5991,2,1,1,1,4,1,61.29,5,153.225,3217.725,2019-3-29 14:28:00,306.45,153.225,7.0
602-80-9671,3,2,1,2,5,2,15.95,6,4.785,100.485,2019-9-2 17:15:00,95.7,4.785,5.1
347-72-6115,2,1,1,2,6,2,90.74,7,31.759,666.939,2019-1-16 18:03:00,635.18,31.759,6.2
209-61-0206,1,3,2,2,5,3,42.91,5,107.275,2252.775,2019-5-1 17:29:00,214.55,107.275,6.1
595-27-4851,1,3,2,2,2,3,54.28,7,18.998,398.958,2019-1-27 18:05:00,379.96,18.998,9.3
189-52-0236,1,3,2,1,1,1,99.55,7,348.425,7316.925,2019-3-14 12:07:00,696.85,348.425,7.6
503-07-0930,3,2,1,1,6,2,58.39,7,204.365,4291.665,2019-2-23 19:49:00,408.73,204.365,8.2
413-20-6708,3,2,1,2,2,3,51.47,1,25.735,540.435,2019-3-18 15:52:00,51.47,25.735,8.5
425-85-2085,2,1,1,1,4,3,54.86,5,13.715,288.015,2019-3-29 16:48:00,274.3,13.715,9.8
521-18-7827,3,2,1,1,5,2,39.39,5,98.475,2067.975,2019-1-22 20:46:00,196.95,98.475,8.7
220-28-1851,1,3,2,1,5,3,34.73,2,3.473,72.933,2019-1-3 18:14:00,69.46,3.473,9.7
600-38-9738,3,2,1,1,6,2,71.92,5,17.98,377.58,2019-1-17 15:05:00,359.6,17.98,4.3
734-91-1155,2,1,2,2,1,2,45.71,3,68.565,1439.865,2019-3-26 10:34:00,137.13,68.565,7.7
451-28-5717,3,2,1,2,5,1,83.17,6,24.951,523.971,2019-3-20 11:23:00,499.02,24.951,7.3
609-81-8548,1,3,1,2,5,2,37.44,6,11.232,235.872,2019-6-2 13:55:00,224.64,11.232,5.9
133-14-7229,3,2,2,1,4,1,62.87,2,6.287,132.027,2019-1-1 11:43:00,125.74,6.287,5.0
534-01-4457,1,3,2,1,3,2,81.71,6,24.513,514.773,2019-1-27 14:36:00,490.26,24.513,8.0
719-89-8991,1,3,1,2,6,3,91.41,5,228.525,4799.025,2019-2-25 16:03:00,457.05,228.525,7.1
286-62-6248,2,1,2,1,2,2,39.21,4,7.842,164.682,2019-1-16 20:03:00,156.84,7.842,9.0
339-38-9982,2,1,1,1,2,3,59.86,2,5.986,125.706,2019-1-13 14:55:00,119.72,5.986,6.7
827-44-5872,2,1,1,2,3,2,54.36,10,27.18,570.78,2019-7-2 11:28:00,543.6,27.18,6.1
827-77-7633,1,3,2,1,6,1,98.09,9,441.405,9269.505,2019-2-17 19:41:00,882.81,441.405,9.3
287-83-1405,1,3,2,1,4,3,25.43,6,7.629,160.209,2019-12-2 19:01:00,152.58,7.629,7.0
435-13-4908,1,3,1,1,2,2,86.68,8,34.672,728.112,2019-1-24 18:04:00,693.44,34.672,7.2
857-67-9057,2,1,2,1,1,3,22.95,10,11.475,240.975,2019-6-2 19:20:00,229.5,11.475,8.2
236-27-1144,3,2,2,2,3,3,16.31,9,73.395,1541.295,2019-3-26 10:31:00,146.79,73.395,8.4
892-05-6689,1,3,2,2,5,3,28.32,5,7.08,148.68,2019-11-3 13:28:00,141.6,7.08,6.2
583-41-4548,3,2,2,1,5,3,16.67,7,58.345,1225.245,2019-7-2 11:36:00,116.69,58.345,7.4
339-12-4827,2,1,1,2,2,2,73.96,1,3.698,77.658,2019-5-1 11:32:00,73.96,3.698,5.0
643-38-7867,1,3,2,1,5,3,97.94,1,4.897,102.837,2019-7-3 11:44:00,97.94,4.897,6.9
308-81-0538,1,3,2,2,2,2,73.05,4,14.61,306.81,2019-2-25 17:16:00,292.2,14.61,4.9
358-88-9262,3,2,1,2,3,3,87.48,6,26.244,551.124,2019-1-2 18:43:00,524.88,26.244,5.1
460-35-4390,1,3,2,1,5,3,30.68,3,4.602,96.642,2019-1-22 11:00:00,92.04,4.602,9.1
343-87-0864,3,2,1,1,4,2,75.88,1,3.794,79.674,2019-3-1 10:30:00,75.88,3.794,7.1
173-50-1108,2,1,1,2,6,2,20.18,4,4.036,84.756,2019-2-13 12:14:00,80.72,4.036,5.0
243-47-2663,3,2,1,1,1,2,18.77,6,5.631,118.251,2019-1-28 16:43:00,112.62,5.631,5.5
841-18-8232,2,1,2,2,3,2,71.2,1,3.56,74.76,2019-5-1 20:40:00,71.2,3.56,9.2
701-23-5550,2,1,1,1,5,3,38.81,4,7.762,163.002,2019-3-19 13:40:00,155.24,7.762,4.9
647-50-1224,1,3,2,2,2,3,29.42,10,14.71,308.91,2019-12-1 16:23:00,294.2,14.71,8.9
541-48-8554,1,3,2,1,6,2,60.95,9,274.275,5759.775,2019-7-1 12:08:00,548.55,274.275,6.0
539-21-7227,2,1,2,2,6,1,51.54,5,12.885,270.585,2019-1-26 17:45:00,257.7,12.885,4.2
213-32-1216,1,3,2,2,1,1,66.06,6,19.818,416.178,2019-1-23 10:28:00,396.36,19.818,7.3
747-58-7183,2,1,2,1,2,3,57.27,3,85.905,1804.005,2019-9-2 20:31:00,171.81,85.905,6.5
582-52-8065,2,1,2,2,2,1,54.31,9,244.395,5132.295,2019-2-22 10:49:00,488.79,244.395,8.9
210-57-1719,2,1,2,2,4,1,58.24,9,26.208,550.368,2019-5-2 12:34:00,524.16,26.208,9.7
399-69-4630,3,2,2,1,1,2,22.21,6,6.663,139.923,2019-7-3 10:23:00,133.26,6.663,8.6
134-75-2619,1,3,1,1,1,1,19.32,7,6.762,142.002,2019-3-25 18:51:00,135.24,6.762,6.9
356-44-8813,2,1,2,1,5,2,37.48,3,5.622,118.062,2019-1-20 13:45:00,112.44,5.622,7.7
198-66-9832,2,1,1,2,2,1,72.04,2,7.204,151.284,2019-4-2 19:38:00,144.08,7.204,9.5
283-26-5248,3,2,1,2,3,3,98.52,10,49.26,1034.46,2019-1-30 20:23:00,985.2,49.26,4.5
712-39-0363,1,3,1,1,3,3,41.66,6,12.498,262.458,2019-2-1 15:24:00,249.96,12.498,5.6
218-59-9410,1,3,1,2,5,3,72.42,3,10.863,228.123,2019-3-29 16:54:00,217.26,10.863,8.2
174-75-0888,2,1,2,1,1,1,21.58,9,9.711,203.931,2019-3-14 12:32:00,194.22,9.711,7.3
866-99-7614,3,2,2,1,3,2,89.2,10,44.6,936.6,2019-11-2 15:42:00,892.0,44.6,4.4
134-54-4720,2,1,2,2,1,3,42.42,8,16.968,356.328,2019-1-30 13:58:00,339.36,16.968,5.7
760-90-2357,1,3,1,1,1,3,74.51,6,22.353,469.413,2019-3-20 15:08:00,447.06,22.353,5.0
514-37-2845,2,1,2,1,2,1,99.25,2,9.925,208.425,2019-3-20 13:02:00,198.5,9.925,9.0
698-98-5964,1,3,2,2,3,2,81.21,10,40.605,852.705,2019-1-17 13:01:00,812.1,40.605,6.3
718-57-9773,3,2,2,2,6,2,49.33,10,24.665,517.965,2019-3-2 16:40:00,493.3,24.665,9.4
651-88-7328,1,3,2,2,2,1,65.74,9,29.583,621.243,2019-1-1 13:55:00,591.66,29.583,7.7
241-11-2261,2,1,2,2,2,2,79.86,7,27.951,586.971,2019-10-1 10:33:00,559.02,27.951,5.5
408-26-9866,3,2,2,2,6,3,73.98,7,25.893,543.753,2019-2-3 16:42:00,517.86,25.893,4.1
834-83-1826,2,1,1,2,5,2,82.04,5,20.51,430.71,2019-2-25 17:16:00,410.2,20.51,7.6
343-61-3544,2,1,1,1,6,1,26.67,10,13.335,280.035,2019-1-29 11:48:00,266.7,13.335,8.6
239-48-4278,1,3,1,1,3,3,10.13,7,35.455,744.555,2019-10-3 19:35:00,70.91,35.455,8.3
355-34-6244,2,1,2,1,3,2,72.39,2,7.239,152.019,2019-1-13 19:55:00,144.78,7.239,8.1
550-84-8664,1,3,2,1,6,2,85.91,5,214.775,4510.275,2019-3-22 14:33:00,429.55,214.775,8.6
339-96-8318,2,1,1,1,2,3,81.31,7,284.585,5976.285,2019-1-3 19:49:00,569.17,284.585,6.3
458-61-0011,2,1,2,1,3,1,60.3,4,12.06,253.26,2019-2-20 18:43:00,241.2,12.06,5.8
592-34-6155,3,2,2,1,3,3,31.77,4,6.354,133.434,2019-1-14 14:43:00,127.08,6.354,6.2
797-88-0493,1,3,2,2,4,1,64.27,4,12.854,269.934,2019-3-26 13:54:00,257.08,12.854,7.7
207-73-1363,2,1,2,1,4,3,69.51,2,6.951,145.971,2019-1-3 12:15:00,139.02,6.951,8.1
390-31-6381,3,2,2,1,3,1,27.22,3,4.083,85.743,2019-7-1 12:37:00,81.66,4.083,7.3
443-82-0585,1,3,1,2,4,1,77.68,4,15.536,326.256,2019-1-2 19:54:00,310.72,15.536,8.4
339-18-7061,3,2,1,2,2,2,92.98,2,9.298,195.258,2019-2-13 15:06:00,185.96,9.298,8.0
359-90-3665,2,1,1,2,2,2,18.08,4,3.616,75.936,2019-1-14 18:03:00,72.32,3.616,9.5
375-72-3056,2,1,2,1,6,3,63.06,3,9.459,198.639,2019-1-19 15:58:00,189.18,9.459,7.0
127-47-6963,1,3,2,1,4,2,51.71,4,10.342,217.182,2019-9-3 13:53:00,206.84,10.342,9.8
278-86-2735,1,3,2,2,3,1,52.34,3,7.851,164.871,2019-3-27 14:03:00,157.02,7.851,9.2
695-28-6250,1,3,2,2,6,3,43.06,5,10.765,226.065,2019-4-2 16:38:00,215.3,10.765,7.7
379-17-6588,3,2,2,1,2,1,59.61,10,29.805,625.905,2019-3-14 11:07:00,596.1,29.805,5.3
227-50-3718,1,3,2,1,4,1,14.62,5,3.655,76.755,2019-4-3 12:23:00,73.1,3.655,4.4
302-15-2162,3,2,1,1,4,2,46.53,6,13.959,293.139,2019-3-3 10:54:00,279.18,13.959,4.3
788-07-8452,3,2,1,2,5,3,24.24,7,8.484,178.164,2019-1-27 17:38:00,169.68,8.484,9.4
560-49-6611,1,3,1,2,6,1,45.58,1,2.279,47.859,2019-7-2 14:13:00,45.58,2.279,9.8
880-35-0356,1,3,1,2,6,3,75.2,3,11.28,236.88,2019-5-2 11:51:00,225.6,11.28,4.8
585-11-6748,2,1,1,1,6,1,96.8,3,14.52,304.92,2019-3-15 13:05:00,290.4,14.52,5.3
470-31-3286,2,1,2,1,4,2,14.82,3,2.223,46.683,2019-1-3 11:30:00,44.46,2.223,8.7
152-68-2907,1,3,2,1,3,2,52.2,3,7.83,164.43,2019-2-15 13:30:00,156.6,7.83,9.5
123-35-4896,3,2,2,2,6,3,46.66,9,20.997,440.937,2019-2-17 19:11:00,419.94,20.997,5.3
258-69-7810,3,2,2,2,2,1,36.85,5,92.125,1934.625,2019-1-26 18:53:00,184.25,92.125,9.2
334-64-2006,1,3,1,2,5,3,70.32,2,7.032,147.672,2019-3-24 14:22:00,140.64,7.032,9.6
219-61-4139,3,2,2,1,1,3,83.08,1,4.154,87.234,2019-1-23 17:16:00,83.08,4.154,6.4
881-41-7302,3,2,2,2,2,2,64.99,1,32.495,682.395,2019-1-26 10:06:00,64.99,32.495,4.5
373-09-4567,3,2,2,1,3,3,77.56,10,38.78,814.38,2019-3-14 20:35:00,775.6,38.78,6.9
642-30-6693,2,1,2,2,6,3,54.51,6,16.353,343.413,2019-3-17 13:54:00,327.06,16.353,7.8
484-22-8230,3,2,1,2,2,1,51.89,7,181.615,3813.915,2019-8-1 20:08:00,363.23,181.615,4.5
830-58-2383,2,1,2,1,5,1,31.75,4,6.35,133.35,2019-8-2 15:26:00,127.0,6.35,8.6
559-98-9873,1,3,1,2,2,3,53.65,7,187.775,3943.275,2019-10-2 12:56:00,375.55,187.775,5.2
544-32-5024,3,2,1,2,3,2,49.79,4,9.958,209.118,2019-3-28 19:16:00,199.16,9.958,6.4
318-12-0304,1,3,2,1,2,3,30.61,1,15.305,321.405,2019-1-23 12:20:00,30.61,15.305,5.2
349-97-8902,2,1,1,1,3,3,57.89,2,5.789,121.569,2019-1-17 10:37:00,115.78,5.789,8.9
421-95-9805,1,3,2,2,1,2,28.96,1,1.448,30.408,2019-7-2 10:18:00,28.96,1.448,6.2
277-35-5865,3,2,1,2,3,1,98.97,9,445.365,9352.665,2019-9-3 11:23:00,890.73,445.365,6.7
789-23-8625,2,1,1,1,2,1,93.22,3,13.983,293.643,2019-1-24 11:45:00,279.66,13.983,7.2
284-54-4231,3,2,1,1,6,2,80.93,1,40.465,849.765,2019-1-19 16:08:00,80.93,40.465,9.0
443-59-0061,1,3,1,1,3,3,67.45,10,33.725,708.225,2019-3-2 11:25:00,674.5,33.725,4.2
509-29-3912,1,3,1,2,6,3,38.72,9,17.424,365.904,2019-3-20 12:24:00,348.48,17.424,4.2
327-40-9673,2,1,1,1,6,1,72.6,6,21.78,457.38,2019-1-13 19:51:00,435.6,21.78,6.9
840-19-2096,3,2,1,1,1,3,87.91,5,219.775,4615.275,2019-3-14 18:10:00,439.55,219.775,4.4
828-46-6863,1,3,1,1,3,2,98.53,6,29.559,620.739,2019-1-23 11:22:00,591.18,29.559,4.0
641-96-3695,3,2,1,2,2,3,43.46,6,13.038,273.798,2019-7-2 17:55:00,260.76,13.038,8.5
420-97-3340,1,3,2,2,3,2,71.68,3,10.752,225.792,2019-3-28 15:30:00,215.04,10.752,9.2
436-54-4512,1,3,1,2,3,1,91.61,1,45.805,961.905,2019-3-20 19:44:00,91.61,45.805,9.8
670-79-6321,2,1,1,2,5,2,94.59,7,331.065,6952.365,2019-1-17 15:27:00,662.13,331.065,4.9
852-62-7105,2,1,2,2,2,2,83.25,10,41.625,874.125,2019-12-1 11:25:00,832.5,41.625,4.4
598-06-7312,2,1,1,1,2,1,91.35,1,45.675,959.175,2019-2-16 15:42:00,91.35,45.675,6.8
135-13-8269,2,1,1,2,3,1,78.88,2,7.888,165.648,2019-1-26 16:04:00,157.76,7.888,9.1
816-57-2053,1,3,2,1,6,3,60.87,2,6.087,127.827,2019-9-3 12:37:00,121.74,6.087,8.7
628-90-8624,2,1,1,1,4,1,82.58,10,41.29,867.09,2019-3-14 14:41:00,825.8,41.29,5.0
856-66-2701,1,3,1,1,5,3,53.3,3,7.995,167.895,2019-1-25 14:19:00,159.9,7.995,7.5
308-39-1707,1,3,2,2,2,2,12.09,1,0.6045,126.945,2019-1-26 18:19:00,12.09,0.6045,8.2
149-61-1929,1,3,2,1,6,2,64.19,10,32.095,673.995,2019-1-19 14:08:00,641.9,32.095,6.7
655-07-2265,1,3,2,1,1,3,78.31,3,117.465,2466.765,2019-5-3 16:38:00,234.93,117.465,5.4
589-02-8023,1,3,1,1,3,2,83.77,2,8.377,175.917,2019-1-15 10:54:00,167.54,8.377,7.0
420-04-7590,2,1,2,1,5,3,99.7,3,14.955,314.055,2019-3-18 11:29:00,299.1,14.955,4.7
182-88-2763,2,1,1,1,3,2,79.91,3,119.865,2517.165,2019-3-20 19:28:00,239.73,119.865,5.0
188-55-0967,2,1,1,1,4,2,66.47,10,33.235,697.935,2019-1-15 15:01:00,664.7,33.235,5.0
610-46-4100,1,3,2,1,4,2,28.95,7,101.325,2127.825,2019-3-3 20:31:00,202.65,101.325,6.0
318-81-2368,3,2,2,2,1,1,46.2,1,2.31,48.51,2019-3-19 12:16:00,46.2,2.31,6.3
364-33-8584,2,1,1,2,3,1,17.63,5,44.075,925.575,2019-8-3 15:27:00,88.15,44.075,8.5
665-63-9737,2,1,2,1,2,3,52.42,3,7.863,165.123,2019-2-27 17:36:00,157.26,7.863,7.5
695-09-5146,2,1,1,2,3,3,98.79,3,148.185,3111.885,2019-2-23 20:00:00,296.37,148.185,6.4
155-45-3814,3,2,1,2,1,3,88.55,8,35.42,743.82,2019-3-19 15:29:00,708.4,35.42,4.7
794-32-2436,2,1,1,1,1,3,55.67,2,5.567,116.907,2019-3-27 15:08:00,111.34,5.567,6.0
131-15-8856,3,2,1,2,3,2,72.52,8,29.008,609.168,2019-3-30 19:26:00,580.16,29.008,4.0
273-84-2164,3,2,1,1,1,3,12.05,5,30.125,632.625,2019-2-16 15:53:00,60.25,30.125,5.5
706-36-6154,1,3,1,1,5,3,19.36,9,8.712,182.952,2019-1-18 18:43:00,174.24,8.712,8.7
778-89-7974,3,2,2,1,4,1,70.21,6,21.063,442.323,2019-3-30 14:58:00,421.26,21.063,7.4
574-31-8277,2,1,1,1,2,1,33.63,1,16.815,353.115,2019-3-20 19:55:00,33.63,16.815,5.6
859-71-0933,3,2,1,2,6,1,15.49,2,1.549,32.529,2019-1-16 15:10:00,30.98,1.549,6.3
740-11-5257,3,2,2,1,1,1,24.74,10,12.37,259.77,2019-2-24 16:44:00,247.4,12.37,7.1
369-82-2676,2,1,2,1,1,3,75.66,5,18.915,397.215,2019-1-15 18:22:00,378.3,18.915,7.8
563-47-4072,2,1,2,2,4,1,55.81,6,16.743,351.603,2019-1-22 11:52:00,334.86,16.743,9.9
742-04-5161,1,3,1,1,5,1,72.78,10,36.39,764.19,2019-3-2 17:24:00,727.8,36.39,7.3
149-15-7606,2,1,1,1,6,3,37.32,9,16.794,352.674,2019-6-3 15:31:00,335.88,16.794,5.1
133-77-3154,2,1,1,1,2,2,60.18,4,12.036,252.756,2019-2-16 18:04:00,240.72,12.036,9.4
169-52-4504,1,3,2,2,1,2,15.69,3,23.535,494.235,2019-3-14 14:13:00,47.07,23.535,5.8
250-81-7186,3,2,2,2,1,2,99.69,1,49.845,1046.745,2019-2-27 10:23:00,99.69,49.845,8.0
562-12-5430,1,3,1,2,2,3,88.15,3,132.225,2776.725,2019-1-18 10:11:00,264.45,132.225,7.9
816-72-8853,1,3,1,2,6,1,27.93,5,69.825,1466.325,2019-1-29 15:48:00,139.65,69.825,5.9
491-38-3499,1,3,1,1,2,2,55.45,1,27.725,582.225,2019-2-26 17:46:00,55.45,27.725,4.9
322-02-2271,2,1,2,2,6,1,42.97,3,64.455,1353.555,2019-3-2 11:46:00,128.91,64.455,9.3
842-29-4695,3,2,1,1,6,2,17.14,7,5.999,125.979,2019-1-16 12:07:00,119.98,5.999,7.9
725-67-2480,2,1,1,2,2,2,58.75,6,17.625,370.125,2019-3-24 18:14:00,352.5,17.625,5.9
641-51-2661,3,2,1,2,3,2,87.1,10,43.55,914.55,2019-12-2 14:45:00,871.0,43.55,9.9
714-02-3114,3,2,2,2,6,1,98.8,2,9.88,207.48,2019-2-21 11:39:00,197.6,9.88,7.7
518-17-2983,1,3,2,2,2,3,48.63,4,9.726,204.246,2019-4-2 15:44:00,194.52,9.726,7.6
779-42-2410,2,1,1,1,3,3,57.74,3,8.661,181.881,2019-2-20 13:06:00,173.22,8.661,7.7
190-14-3147,2,1,2,2,4,3,17.97,4,3.594,75.474,2019-2-23 20:43:00,71.88,3.594,6.4
408-66-6712,3,2,1,2,4,3,47.71,6,14.313,300.573,2019-2-16 14:19:00,286.26,14.313,4.4
679-22-6530,2,1,2,2,6,2,40.62,2,4.062,85.302,2019-1-17 10:01:00,81.24,4.062,4.1
588-47-8641,1,3,1,1,2,3,56.04,10,28.02,588.42,2019-1-14 19:30:00,560.4,28.02,4.4
642-61-4706,2,1,1,1,3,1,93.4,2,9.34,196.14,2019-3-30 16:34:00,186.8,9.34,5.5
576-31-4774,2,1,2,2,4,3,73.41,3,110.115,2312.415,2019-2-3 13:10:00,220.23,110.115,4.0
556-41-6224,3,2,2,1,4,2,33.64,8,13.456,282.576,2019-2-15 17:10:00,269.12,13.456,9.3
811-03-8790,1,3,2,2,1,2,45.48,10,22.74,477.54,2019-1-3 10:22:00,454.8,22.74,4.8
242-11-3142,2,1,1,1,2,1,83.77,2,8.377,175.917,2019-2-24 19:57:00,167.54,8.377,4.6
752-23-3760,2,1,1,2,6,2,64.08,7,22.428,470.988,2019-2-19 19:29:00,448.56,22.428,7.3
274-05-5470,1,3,1,2,3,1,73.47,4,14.694,308.574,2019-2-23 18:30:00,293.88,14.694,6.0
648-94-3045,3,2,2,1,4,3,58.95,10,29.475,618.975,2019-7-2 14:27:00,589.5,29.475,8.1
130-67-4723,1,3,1,1,3,3,48.5,6,14.55,305.55,2019-11-1 13:57:00,291.0,14.55,9.4
528-87-5606,2,1,1,2,1,1,39.48,1,1.974,41.454,2019-12-2 19:43:00,39.48,1.974,6.5
320-85-2052,2,1,2,2,6,2,34.81,1,17.405,365.505,2019-1-14 10:11:00,34.81,17.405,7.0
370-96-0655,3,2,2,2,2,3,49.32,6,14.796,310.716,2019-9-1 13:46:00,295.92,14.796,7.1
105-10-6182,1,3,1,1,2,3,21.48,2,2.148,45.108,2019-2-27 12:22:00,42.96,2.148,6.6
510-79-0415,2,1,1,2,6,3,23.08,6,6.924,145.404,2019-1-24 19:20:00,138.48,6.924,4.9
241-96-5076,2,1,1,2,5,2,49.1,2,4.91,103.11,2019-8-1 12:58:00,98.2,4.91,6.4
767-97-4650,2,1,1,2,6,2,64.83,2,6.483,136.143,2019-8-1 11:59:00,129.66,6.483,8.0
648-83-1321,1,3,1,1,5,1,63.56,10,31.78,667.38,2019-1-16 17:59:00,635.6,31.78,4.3
173-57-2300,3,2,1,1,6,1,72.88,2,7.288,153.048,2019-3-13 12:51:00,145.76,7.288,6.1
305-03-2383,1,3,2,2,3,1,67.1,3,10.065,211.365,2019-2-15 10:36:00,201.3,10.065,7.5
394-55-6384,3,2,1,2,6,1,70.19,9,315.855,6632.955,2019-1-25 13:38:00,631.71,315.855,6.7
266-20-6657,3,2,1,1,3,3,55.04,7,19.264,404.544,2019-12-3 19:39:00,385.28,19.264,5.2
689-05-1884,1,3,1,1,4,1,48.63,10,24.315,510.615,2019-4-3 12:44:00,486.3,24.315,8.8
196-01-2849,3,2,1,2,2,1,73.38,7,25.683,539.343,2019-10-2 13:56:00,513.66,25.683,9.5
372-62-5264,3,2,2,2,3,1,52.6,9,23.67,497.07,2019-1-16 14:42:00,473.4,23.67,7.6
800-09-8606,1,3,1,2,5,1,87.37,5,218.425,4586.925,2019-1-29 19:45:00,436.85,218.425,6.6
182-52-7000,1,3,1,2,6,3,27.04,4,5.408,113.568,2019-1-1 20:26:00,108.16,5.408,6.9
826-58-8051,2,1,2,1,5,3,62.19,4,12.438,261.198,2019-6-1 19:46:00,248.76,12.438,4.3
868-06-0466,1,3,1,1,1,2,69.58,9,31.311,657.531,2019-2-19 19:38:00,626.22,31.311,7.8
751-41-9720,3,2,2,1,5,3,97.5,10,48.75,1023.75,2019-12-1 16:18:00,975.0,48.75,8.0
626-43-7888,3,2,2,2,2,3,60.41,8,24.164,507.444,2019-7-2 12:23:00,483.28,24.164,9.6
176-64-7711,2,1,2,1,3,2,32.32,3,4.848,101.808,2019-3-27 19:11:00,96.96,4.848,4.3
191-29-0321,2,1,1,2,2,2,19.77,10,9.885,207.585,2019-2-27 18:57:00,197.7,9.885,5.0
729-06-2010,2,1,1,1,4,1,80.47,9,362.115,7604.415,2019-6-1 11:18:00,724.23,362.115,9.2
640-48-5028,2,1,1,2,5,1,88.39,9,397.755,8352.855,2019-2-3 12:40:00,795.51,397.755,6.3
186-79-9562,2,1,2,1,4,1,71.77,7,251.195,5275.095,2019-3-29 14:06:00,502.39,251.195,8.9
834-45-5519,2,1,2,2,1,3,43.0,4,8.6,180.6,2019-1-31 20:48:00,172.0,8.6,7.6
162-65-8559,3,2,1,1,3,1,68.98,1,3.449,72.429,2019-1-21 20:13:00,68.98,3.449,4.8
760-27-5490,3,2,2,1,2,3,15.62,8,6.248,131.208,2019-1-20 20:37:00,124.96,6.248,9.1
445-30-9252,1,3,2,1,6,3,25.7,3,3.855,80.955,2019-1-17 17:59:00,77.1,3.855,6.1
786-94-2700,1,3,1,1,3,1,80.62,6,24.186,507.906,2019-2-28 20:18:00,483.72,24.186,9.1
728-88-7867,3,2,1,2,5,3,75.53,4,15.106,317.226,2019-3-19 15:52:00,302.12,15.106,8.3
183-21-3799,3,2,2,2,1,3,77.63,9,349.335,7336.035,2019-2-19 15:14:00,698.67,349.335,7.2
268-20-3585,3,2,2,2,4,3,13.85,9,62.325,1308.825,2019-4-2 12:50:00,124.65,62.325,6.0
735-32-9839,3,2,1,1,2,3,98.7,8,39.48,829.08,2019-1-31 10:36:00,789.6,39.48,8.5
